4e-07,3e-07,2e-07,0.001219,0.0011082,0.0011473,3e-07,0.0011242,0.0010530.0011242,0.001053
4e-07,3e-07,3e-07,0.0011948,0.0011135,0.0010796,3e-07,0.0010772,0.0012390.0010772,0.001239
5e-07,3e-07,2e-07,0.0011022,0.0011468,0.0011635,3e-07,0.0014147,0.00136880.0014147,0.0013688
5e-07,3e-07,3e-07,0.0012158,0.0012075,0.0012423,3e-07,0.0012703,0.00120410.0012703,0.0012041
5e-07,3e-07,3e-07,0.0017381,0.0013902,0.0012095,4e-07,0.0016045,0.00123880.0016045,0.0012388
5e-07,3e-07,3e-07,0.0012687,0.0012595,0.0012551,3e-07,0.0012577,0.00126660.0012577,0.0012666
6e-07,3e-07,2e-07,0.001316,0.0017439,0.001247,3e-07,0.001313,0.00137910.001313,0.0013791
4e-07,3e-07,3e-07,0.0012511,0.0012803,0.0013234,2e-07,0.0012165,0.00143890.0012165,0.0014389
5e-07,3e-07,2e-07,0.0012521,0.0013109,0.0013352,3e-07,0.0012407,0.00132110.0012407,0.0013211
5e-07,3e-07,3e-07,0.0013051,0.0013844,0.0013298,3e-07,0.0012932,0.00134050.0012932,0.0013405
5e-07,2e-07,3e-07,0.0013212,0.0014344,0.001333,3e-07,0.0012879,0.00171170.0012879,0.0017117
5e-07,2e-07,3e-07,0.0013451,0.0013784,0.0013407,2e-07,0.0013417,0.00142540.0013417,0.0014254
4e-07,3e-07,2e-07,0.0013414,0.0013965,0.001385,3e-07,0.0015229,0.00157510.0015229,0.0015751
4e-07,3e-07,2e-07,0.0013564,0.0014224,0.0014228,3e-07,0.00142,0.00146090.00142,0.0014609
5e-07,3e-07,3e-07,0.0014439,0.0014881,0.0014956,3e-07,0.0014474,0.00147980.0014474,0.0014798
5e-07,3e-07,3e-07,0.0014688,0.0015082,0.0015152,3e-07,0.0014677,0.00150690.0014677,0.0015069
4e-07,3e-07,3e-07,0.0014922,0.0016971,0.0015815,4e-07,0.0015049,0.00156950.0015049,0.0015695
5e-07,3e-07,3e-07,0.0015227,0.0015706,0.001521,4e-07,0.0015564,0.00151630.0015564,0.0015163
5e-07,3e-07,2e-07,0.0016512,0.0016567,0.0015403,3e-07,0.0016206,0.00154110.0016206,0.0015411
4e-07,3e-07,2e-07,0.0016027,0.0015637,0.0016052,3e-07,0.0015662,0.00162970.0015662,0.0016297
5e-07,3e-07,3e-07,0.0015961,0.0016485,0.0016783,3e-07,0.0015898,0.00166870.0015898,0.0016687
5e-07,3e-07,3e-07,0.0016149,0.0016935,0.0016732,3e-07,0.0017755,0.00165010.0017755,0.0016501
5e-07,3e-07,3e-07,0.001866,0.0016376,0.0016734,3e-07,0.0016392,0.00163620.0016392,0.0016362
5e-07,3e-07,3e-07,0.0017541,0.0016943,0.0016781,3e-07,0.0016762,0.00170070.0016762,0.0017007
6e-07,3e-07,3e-07,0.0016867,0.0017489,0.0016069,3e-07,0.0018097,0.00195330.0018097,0.0019533
5e-07,3e-07,3e-07,0.0017484,0.0016703,0.0016847,3e-07,0.0016693,0.00169950.0016693,0.0016995
5e-07,3e-07,3e-07,0.0016636,0.0021408,0.0017072,3e-07,0.0017427,0.00179140.0017427,0.0017914
5e-07,2e-07,3e-07,0.0023845,0.0019902,0.0017997,4e-07,0.001806,0.00187220.001806,0.0018722
6e-07,2e-07,2e-07,0.0017485,0.0020876,0.0018608,4e-07,0.0018633,0.00183260.0018633,0.0018326
6e-07,3e-07,2e-07,0.0018639,0.0017677,0.001876,3e-07,0.0017292,0.00235560.0017292,0.0023556
7e-07,3e-07,3e-07,0.0019518,0.0017958,0.0019238,3e-07,0.0020455,0.00191620.0020455,0.0019162
5e-07,3e-07,3e-07,0.0017845,0.0023172,0.0018176,3e-07,0.0019574,0.00183120.0019574,0.0018312
5e-07,3e-07,3e-07,0.0019485,0.0018178,0.0018972,3e-07,0.0017958,0.00230950.0017958,0.0023095
7e-07,3e-07,2e-07,0.0022526,0.0021236,0.0022679,4e-07,0.001951,0.00202990.001951,0.0020299
5e-07,3e-07,3e-07,0.0026369,0.0019916,0.0019839,4e-07,0.0020248,0.00208350.0020248,0.0020835
4e-07,3e-07,3e-07,0.002207,0.0020487,0.0019893,3e-07,0.0020444,0.00202720.0020444,0.0020272
5e-07,3e-07,3e-07,0.002069,0.0019872,0.0019762,4e-07,0.0020622,0.00197550.0020622,0.0019755
5e-07,5e-07,3e-07,0.0020159,0.0020873,0.0022244,4e-07,0.0021506,0.00205090.0021506,0.0020509
5e-07,3e-07,3e-07,0.0020803,0.0020687,0.0020613,3e-07,0.0020669,0.0021270.0020669,0.002127
6e-07,3e-07,3e-07,0.0021003,0.0020491,0.0020945,3e-07,0.0020682,0.00208970.0020682,0.0020897
5e-07,3e-07,3e-07,0.0023325,0.0021092,0.002152,3e-07,0.0020741,0.00220080.0020741,0.0022008
5e-07,3e-07,3e-07,0.0021439,0.002098,0.002384,3e-07,0.0021008,0.00222540.0021008,0.0022254
5e-07,3e-07,3e-07,0.0021559,0.0020431,0.0021401,3e-07,0.0026088,0.00223010.0026088,0.0022301
5e-07,3e-07,2e-07,0.0022532,0.0020863,0.0023557,3e-07,0.0020536,0.00238260.0020536,0.0023826
5e-07,3e-07,2e-07,0.0025333,0.0028168,0.0022726,4e-07,0.0023904,0.00222840.0023904,0.0022284
6e-07,3e-07,2e-07,0.0021115,0.003014,0.002452,4e-07,0.0023208,0.00219750.0023208,0.0021975
5e-07,3e-07,3e-07,0.0023632,0.002183,0.0022446,3e-07,0.0021722,0.00223060.0021722,0.0022306
5e-07,3e-07,3e-07,0.0022248,0.0022622,0.0028153,3e-07,0.0023625,0.00274770.0023625,0.0027477
6e-07,3e-07,3e-07,0.0022652,0.0022617,0.0024047,3e-07,0.0026715,0.00245220.0026715,0.0024522
5e-07,3e-07,3e-07,0.002411,0.0023038,0.0024253,4e-07,0.0022945,0.00242010.0022945,0.0024201
5e-07,3e-07,3e-07,0.0023721,0.0023168,0.0024449,3e-07,0.0023708,0.00237260.0023708,0.0023726
4e-07,3e-07,3e-07,0.002395,0.0024217,0.0023412,3e-07,0.0023777,0.00248870.0023777,0.0024887
5e-07,2e-07,3e-07,0.0023693,0.0024434,0.0024419,3e-07,0.0024032,0.00240170.0024032,0.0024017
5e-07,3e-07,3e-07,0.002452,0.0023883,0.0024284,4e-07,0.0023899,0.00246960.0023899,0.0024696
4e-07,3e-07,3e-07,0.0025089,0.002461,0.0024114,3e-07,0.002462,0.00241320.002462,0.0024132
5e-07,3e-07,3e-07,0.0024436,0.0025053,0.002481,3e-07,0.0024425,0.00248120.0024425,0.0024812
5e-07,3e-07,3e-07,0.002509,0.0024595,0.0025924,3e-07,0.0024319,0.00241760.0024319,0.0024176
5e-07,3e-07,3e-07,0.0024448,0.0024905,0.0023856,3e-07,0.0032274,0.00246890.0032274,0.0024689
5e-07,3e-07,2e-07,0.0025775,0.0024488,0.0025448,3e-07,0.0028447,0.00249130.0028447,0.0024913
4e-07,3e-07,3e-07,0.0024614,0.0026273,0.0027365,9e-07,0.0028195,0.00290920.0028195,0.0029092
6e-07,3e-07,3e-07,0.0028887,0.002968,0.0025207,3e-07,0.0034014,0.00274910.0034014,0.0027491
5e-07,3e-07,3e-07,0.0027655,0.0026166,0.0025553,3e-07,0.0029641,0.00258730.0029641,0.0025873
5e-07,3e-07,2e-07,0.0026188,0.0025616,0.0026907,3e-07,0.0027576,0.00267580.0027576,0.0026758
5e-07,2e-07,2e-07,0.002726,0.0027484,0.0026802,4e-07,0.0026991,0.00267550.0026991,0.0026755
5e-07,3e-07,3e-07,0.0027718,0.0027448,0.0026568,3e-07,0.002707,0.00286060.002707,0.0028606
5e-07,3e-07,3e-07,0.0027338,0.0026959,0.0027708,3e-07,0.002729,0.00275560.002729,0.0027556
5e-07,3e-07,3e-07,0.002715,0.0027863,0.0028028,4e-07,0.0027074,0.00295080.0027074,0.0029508
5e-07,3e-07,3e-07,0.0027478,0.0027782,0.0028228,3e-07,0.0027307,0.003090.0027307,0.00309
5e-07,3e-07,3e-07,0.0028077,0.0028461,0.0027527,3e-07,0.0027566,0.00296790.0027566,0.0029679
5e-07,3e-07,3e-07,0.0029072,0.0028767,0.0026543,3e-07,0.0027327,0.00341830.0027327,0.0034183
5e-07,3e-07,2e-07,0.0029866,0.0029098,0.002679,3e-07,0.0027815,0.00321930.0027815,0.0032193
5e-07,3e-07,2e-07,0.0029062,0.0028973,0.0027747,3e-07,0.0029132,0.0029690.0029132,0.002969
5e-07,3e-07,2e-07,0.0029298,0.0029095,0.0029074,3e-07,0.0033956,0.00297030.0033956,0.0029703
6e-07,3e-07,3e-07,0.0029459,0.0036174,0.0033984,5e-07,0.0031324,0.00276960.0031324,0.0027696
4e-07,2e-07,3e-07,0.0028253,0.0035465,0.003304,3e-07,0.0030045,0.00300960.0030045,0.0030096
5e-07,3e-07,3e-07,0.0029977,0.0030599,0.0029803,3e-07,0.0030403,0.00296690.0030403,0.0029669
5e-07,3e-07,3e-07,0.0030351,0.0031095,0.0029465,3e-07,0.0029516,0.00294580.0029516,0.0029458
4e-07,3e-07,2e-07,0.0030553,0.0030214,0.0029792,4e-07,0.0030057,0.00302240.0030057,0.0030224
5e-07,3e-07,3e-07,0.0032983,0.0030908,0.0031123,3e-07,0.0030007,0.00309520.0030007,0.0030952
6e-07,3e-07,3e-07,0.0031092,0.0030725,0.0031799,3e-07,0.0030655,0.00323590.0030655,0.0032359
4e-07,3e-07,3e-07,0.0031006,0.0031333,0.0030441,4e-07,0.0032017,0.00313610.0032017,0.0031361
5e-07,3e-07,3e-07,0.0030849,0.0030831,0.0029996,4e-07,0.0031529,0.00308820.0031529,0.0030882
5e-07,2e-07,3e-07,0.0030265,0.0031034,0.0034791,3e-07,0.003201,0.00312230.003201,0.0031223
5e-07,2e-07,3e-07,0.0030776,0.0033428,0.0030753,4e-07,0.0032345,0.00306650.0032345,0.0030665
5e-07,2e-07,3e-07,0.0035527,0.0037783,0.0032208,4e-07,0.0033916,0.00336390.0033916,0.0033639
6e-07,3e-07,2e-07,0.0031915,0.0032483,0.0030726,3e-07,0.003867,0.00342320.003867,0.0034232
4e-07,3e-07,2e-07,0.0031505,0.0031542,0.0033834,3e-07,0.0032876,0.00320760.0032876,0.0032076
5e-07,3e-07,3e-07,0.003475,0.0031899,0.0032511,3e-07,0.003247,0.00325850.003247,0.0032585
6e-07,3e-07,3e-07,0.0031687,0.0039423,0.0033253,3e-07,0.0033194,0.00327020.0033194,0.0032702
4e-07,3e-07,3e-07,0.0037923,0.0032763,0.0033318,3e-07,0.0031398,0.00358580.0031398,0.0035858
8e-07,4e-07,3e-07,0.0033943,0.0033755,0.0032812,3e-07,0.00334,0.00327740.00334,0.0032774
4e-07,3e-07,2e-07,0.0031682,0.0032679,0.0034895,3e-07,0.0033636,0.0033110.0033636,0.003311
5e-07,3e-07,3e-07,0.00331,0.0040171,0.0033974,3e-07,0.0034118,0.00318460.0034118,0.0031846
4e-07,3e-07,2e-07,0.0039301,0.0032881,0.0032062,3e-07,0.00343,0.00353160.00343,0.0035316
5e-07,3e-07,3e-07,0.0033501,0.0032666,0.0033917,3e-07,0.0036826,0.00340770.0036826,0.0034077
8e-07,3e-07,2e-07,0.0033072,0.004156,0.0037019,3e-07,0.0034305,0.00341820.0034305,0.0034182
5e-07,3e-07,3e-07,0.0047259,0.0036859,0.003606,3e-07,0.0038796,0.00357920.0038796,0.0035792
5e-07,3e-07,3e-07,0.0035803,0.003432,0.0037858,3e-07,0.0035536,0.00349540.0035536,0.0034954
5e-07,2e-07,3e-07,0.0033927,0.0035124,0.0040685,3e-07,0.0036224,0.00357970.0036224,0.0035797
5e-07,2e-07,3e-07,0.0036493,0.0039506,0.0036151,3e-07,0.0036125,0.00345250.0036125,0.0034525
5e-07,3e-07,2e-07,0.0035378,0.0036293,0.0035696,3e-07,0.0036113,0.00415450.0036113,0.0041545
5e-07,3e-07,3e-07,0.0034648,0.0035381,0.0039174,4e-07,0.0035822,0.00350810.0035822,0.0035081
5e-07,3e-07,3e-07,0.0035435,0.0039381,0.0035102,3e-07,0.003525,0.00352980.003525,0.0035298
4e-07,3e-07,2e-07,0.003863,0.0035361,0.0035185,4e-07,0.0035424,0.00373430.0035424,0.0037343
5e-07,3e-07,3e-07,0.0035465,0.0036176,0.0035337,3e-07,0.0037895,0.00365480.0037895,0.0036548
6e-07,3e-07,3e-07,0.0040444,0.0037177,0.0036195,3e-07,0.0041893,0.00364330.0041893,0.0036433
4e-07,4e-07,3e-07,0.0037031,0.0036374,0.0037093,3e-07,0.0035845,0.00406050.0035845,0.0040605
6e-07,3e-07,3e-07,0.0040333,0.0038238,0.0038775,4e-07,0.0037336,0.0038790.0037336,0.003879
5e-07,3e-07,3e-07,0.0037881,0.0038211,0.0037795,3e-07,0.0036431,0.00365290.0036431,0.0036529
5e-07,3e-07,3e-07,0.0037036,0.003753,0.0037155,3e-07,0.0039398,0.00383040.0039398,0.0038304
5e-07,2e-07,3e-07,0.0037202,0.0037091,0.0041328,3e-07,0.0036412,0.00373420.0036412,0.0037342
5e-07,3e-07,3e-07,0.0042262,0.0039442,0.0037394,3e-07,0.003758,0.00408830.003758,0.0040883
4e-07,3e-07,2e-07,0.0038184,0.0037281,0.0041859,3e-07,0.003883,0.00371730.003883,0.0037173
6e-07,3e-07,2e-07,0.00374,0.0044065,0.0037799,3e-07,0.0038266,0.00382830.0038266,0.0038283
5e-07,4e-07,2e-07,0.0039521,0.0040719,0.0038841,4e-07,0.0045363,0.00442290.0045363,0.0044229
6e-07,3e-07,2e-07,0.0038279,0.0040778,0.0040829,3e-07,0.0043042,0.00391010.0043042,0.0039101
5e-07,3e-07,3e-07,0.0039819,0.0045286,0.0039708,3e-07,0.0039869,0.00421460.0039869,0.0042146
5e-07,3e-07,3e-07,0.0038951,0.0040787,0.0039193,3e-07,0.0039192,0.00393290.0039192,0.0039329
5e-07,3e-07,2e-07,0.0042408,0.0038785,0.0039898,3e-07,0.0039218,0.00407220.0039218,0.0040722
5e-07,3e-07,3e-07,0.0039962,0.0039072,0.0045541,3e-07,0.0039568,0.00402670.0039568,0.0040267
6e-07,3e-07,3e-07,0.0040377,0.0039435,0.0039942,3e-07,0.0039199,0.00484620.0039199,0.0048462
5e-07,3e-07,3e-07,0.0041401,0.0040746,0.0043577,4e-07,0.0041014,0.00404710.0041014,0.0040471
4e-07,3e-07,2e-07,0.0045724,0.0041141,0.0039744,3e-07,0.0039464,0.00412160.0039464,0.0041216
4e-07,3e-07,2e-07,0.0040563,0.0040969,0.0049213,4e-07,0.0043658,0.00424610.0043658,0.0042461
6e-07,3e-07,3e-07,0.0041654,0.0047991,0.0042411,3e-07,0.0042569,0.00394130.0042569,0.0039413
4e-07,3e-07,3e-07,0.0041136,0.004705,0.004585,3e-07,0.0042789,0.0042010.0042789,0.004201
4e-07,3e-07,2e-07,0.0044488,0.004164,0.0042166,4e-07,0.0041733,0.00404140.0041733,0.0040414
5e-07,3e-07,2e-07,0.0041426,0.0046258,0.0043208,3e-07,0.0042174,0.00412580.0042174,0.0041258
5e-07,3e-07,3e-07,0.004254,0.0042046,0.004158,3e-07,0.0042765,0.00417440.0042765,0.0041744
5e-07,2e-07,3e-07,0.0041693,0.0045977,0.0041843,3e-07,0.0040922,0.00452420.0040922,0.0045242
5e-07,3e-07,3e-07,0.0042539,0.0044471,0.0045064,3e-07,0.0043321,0.00426570.0043321,0.0042657
5e-07,3e-07,3e-07,0.0050198,0.0043651,0.0042391,3e-07,0.0043265,0.00501250.0043265,0.0050125
4e-07,3e-07,3e-07,0.0043756,0.0050832,0.0043977,4e-07,0.004308,0.00428860.004308,0.0042886
6e-07,3e-07,2e-07,0.0044331,0.0044091,0.0043805,4e-07,0.0047512,0.0043850.0047512,0.004385
5e-07,3e-07,3e-07,0.004944,0.0045148,0.004315,4e-07,0.0042748,0.00492240.0042748,0.0049224
5e-07,3e-07,3e-07,0.0044313,0.0044539,0.0049666,3e-07,0.0043484,0.00435290.0043484,0.0043529
5e-07,3e-07,3e-07,0.0048771,0.0043905,0.0042821,3e-07,0.0048985,0.00436980.0048985,0.0043698
5e-07,3e-07,3e-07,0.004363,0.0047954,0.0044606,3e-07,0.0044998,0.00430410.0044998,0.0043041
6e-07,3e-07,2e-07,0.0044783,0.0044977,0.0046418,3e-07,0.0043684,0.0043330.0043684,0.004333
4e-07,2e-07,3e-07,0.0050428,0.0045813,0.0048075,5e-07,0.0046515,0.00478110.0046515,0.0047811
5e-07,3e-07,3e-07,0.0052779,0.0051746,0.0046976,4e-07,0.0046897,0.00516540.0046897,0.0051654
5e-07,3e-07,3e-07,0.0047541,0.0048519,0.0047475,4e-07,0.0046731,0.00486810.0046731,0.0048681
4e-07,3e-07,2e-07,0.0045823,0.0045721,0.0044007,4e-07,0.0049439,0.00455630.0049439,0.0045563
5e-07,3e-07,3e-07,0.0046412,0.0047748,0.004695,4e-07,0.0046515,0.0048570.0046515,0.004857
6e-07,3e-07,3e-07,0.0046515,0.0046419,0.0049615,4e-07,0.0046952,0.00466480.0046952,0.0046648
5e-07,3e-07,3e-07,0.0047031,0.0046621,0.004709,3e-07,0.0046922,0.00463110.0046922,0.0046311
5e-07,3e-07,3e-07,0.0047051,0.0047433,0.0046439,3e-07,0.0047436,0.00472020.0047436,0.0047202
5e-07,2e-07,3e-07,0.0046491,0.0048443,0.0048041,3e-07,0.0049109,0.00555140.0049109,0.0055514
5e-07,3e-07,3e-07,0.0048146,0.0051958,0.0048839,6e-07,0.0046875,0.00532080.0046875,0.0053208
6e-07,3e-07,3e-07,0.0047532,0.0050345,0.0046581,3e-07,0.0046661,0.00462180.0046661,0.0046218
4e-07,2e-07,3e-07,0.0047417,0.0048335,0.0046591,3e-07,0.0046829,0.00511360.0046829,0.0051136
4e-07,3e-07,3e-07,0.0048482,0.0051604,0.0047867,4e-07,0.0047638,0.00484820.0047638,0.0048482
5e-07,2e-07,3e-07,0.0049372,0.0048331,0.0050313,3e-07,0.0047659,0.00474580.0047659,0.0047458
4e-07,3e-07,2e-07,0.0048789,0.005003,0.0048919,3e-07,0.0047505,0.00464550.0047505,0.0046455
4e-07,2e-07,3e-07,0.0050127,0.00484,0.004698,3e-07,0.0050082,0.00514350.0050082,0.0051435
5e-07,3e-07,3e-07,0.0049018,0.0050634,0.0051365,3e-07,0.0052583,0.00511320.0052583,0.0051132
4e-07,3e-07,3e-07,0.0054547,0.0048494,0.0048065,3e-07,0.0048657,0.00486950.0048657,0.0048695
5e-07,3e-07,3e-07,0.0052262,0.005179,0.0049472,3e-07,0.0048412,0.00544980.0048412,0.0054498
4e-07,3e-07,3e-07,0.0049945,0.0048824,0.0048155,3e-07,0.0052394,0.00486510.0052394,0.0048651
5e-07,3e-07,3e-07,0.0053402,0.0050249,0.0049864,4e-07,0.0050696,0.00514420.0050696,0.0051442
5e-07,2e-07,3e-07,0.004917,0.0054809,0.0048916,4e-07,0.0049564,0.00529610.0049564,0.0052961
5e-07,3e-07,3e-07,0.0050104,0.0052495,0.004947,4e-07,0.0049717,0.00524640.0049717,0.0052464
4e-07,3e-07,2e-07,0.0048944,0.0050621,0.0063421,5e-07,0.0051475,0.00537840.0051475,0.0053784
5e-07,3e-07,3e-07,0.0059871,0.0050846,0.0050069,3e-07,0.0050564,0.00505640.0050564,0.0050564
4e-07,3e-07,3e-07,0.0053646,0.0050302,0.0052947,5e-07,0.0053267,0.00499770.0053267,0.0049977
4e-07,3e-07,2e-07,0.0050629,0.0049962,0.0049929,3e-07,0.0053939,0.00512830.0053939,0.0051283
5e-07,3e-07,3e-07,0.0053399,0.0052406,0.005133,3e-07,0.0054498,0.00506660.0054498,0.0050666
5e-07,3e-07,2e-07,0.0050453,0.0057295,0.0051938,3e-07,0.0051081,0.00523830.0051081,0.0052383
5e-07,3e-07,3e-07,0.0050564,0.0055364,0.0051158,4e-07,0.0051129,0.00524890.0051129,0.0052489
5e-07,3e-07,3e-07,0.0053141,0.0058258,0.0054666,3e-07,0.0053117,0.00577760.0053117,0.0057776
6e-07,3e-07,3e-07,0.0052674,0.0058312,0.0056859,4e-07,0.0054099,0.00587670.0054099,0.0058767
5e-07,3e-07,2e-07,0.0054167,0.0057431,0.0052156,4e-07,0.0052645,0.00525040.0052645,0.0052504
5e-07,3e-07,3e-07,0.0051617,0.0054527,0.0052486,3e-07,0.0052136,0.00546540.0052136,0.0054654
6e-07,2e-07,2e-07,0.0052213,0.005833,0.0054036,3e-07,0.0054025,0.00553750.0054025,0.0055375
5e-07,3e-07,2e-07,0.0054716,0.0056967,0.0055248,3e-07,0.0052224,0.00564020.0052224,0.0056402
5e-07,3e-07,3e-07,0.0051967,0.0054483,0.0054156,4e-07,0.0054609,0.0055840.0054609,0.005584
5e-07,3e-07,2e-07,0.0052421,0.0066545,0.005566,5e-07,0.0054354,0.00591520.0054354,0.0059152
5e-07,3e-07,2e-07,0.0054334,0.0057825,0.005597,4e-07,0.0055645,0.00546320.0055645,0.0054632
7e-07,3e-07,3e-07,0.0053842,0.0056872,0.0054314,3e-07,0.0053906,0.00582230.0053906,0.0058223
5e-07,3e-07,3e-07,0.0053613,0.0054073,0.0061692,3e-07,0.0055384,0.005670.0055384,0.00567
6e-07,3e-07,3e-07,0.0054393,0.0055672,0.005823,3e-07,0.005462,0.00550190.005462,0.0055019
5e-07,3e-07,3e-07,0.0054416,0.0054357,0.0059396,4e-07,0.005367,0.00592430.005367,0.0059243
5e-07,3e-07,2e-07,0.0055158,0.0053403,0.0059595,3e-07,0.0058603,0.00619780.0058603,0.0061978
5e-07,2e-07,2e-07,0.0059705,0.0058779,0.00571,4e-07,0.0058495,0.00553550.0058495,0.0055355
5e-07,4e-07,3e-07,0.0058563,0.0055982,0.0054277,3e-07,0.0054917,0.00584770.0054917,0.0058477
4e-07,3e-07,3e-07,0.0055228,0.0059055,0.0055907,3e-07,0.0055105,0.00611010.0055105,0.0061101
6e-07,3e-07,3e-07,0.0054723,0.0060074,0.0055925,3e-07,0.0055656,0.00602950.0055656,0.0060295
4e-07,3e-07,3e-07,0.0055768,0.0060226,0.0058919,4e-07,0.0055607,0.00579030.0055607,0.0057903
5e-07,3e-07,2e-07,0.0055476,0.0058687,0.0058669,3e-07,0.0056082,0.00576980.0056082,0.0057698
6e-07,2e-07,3e-07,0.005825,0.005706,0.0064404,5e-07,0.005735,0.00567220.005735,0.0056722
5e-07,3e-07,3e-07,0.0061999,0.0064408,0.0058602,4e-07,0.0057564,0.00645620.0057564,0.0064562
